match_date,season,league,home_team,away_team,home_elo,away_elo,elo_diff,home_expected,home_g2_rating,away_g2_rating,g2_diff,home_g2_uncertainty,home_form,away_form,form_diff,home_goals_scored_avg,home_goals_conceded_avg,away_goals_scored_avg,away_goals_conceded_avg,home_result_momentum,away_result_momentum,home_score_momentum,away_score_momentum,home_elo_momentum,away_elo_momentum,home_streak,away_streak,momentum_diff,home_days_rest,away_days_rest,home_matches_21d,away_matches_21d,rest_asymmetry,home_fatigue_score,away_fatigue_score,h2h_home_win_rate,h2h_goal_diff_avg,h2h_meetings,h2h_dominance,revenge_factor,home_unbeaten_run,away_unbeaten_run,post_loss_bounce,post_loss_bounce_away,league_encoded,is_early_season,result
2020-08-30,2020-21,Ligue1,Brest,Marseille,1488.3508590516028,1500.0,-11.64914094839719,0.5549682534384803,1430.531532910279,1500.0,-69.46846708972089,180.3308734753755,0.0,0.5,-0.5,0.0,4.0,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.5,-0.025000000000000022,7,14,1,0,-7.0,-0.35,0.35,0.45,0.0,0,0.0,0,0,0,1,0,3,1,A
2020-08-30,2020-21,Ligue1,Angers,Bordeaux,1511.8958505146231,1498.8565901214658,13.039260393157292,0.5897381845234131,1588.5773940920847,1490.4455364988182,98.13185759326643,180.3308734753755,1.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.5,0.025000000000000022,8,9,1,1,-1.0,-0.05,0.05,0.45,0.0,0,0.0,0,1,1,0,0,3,1,A
2020-08-30,2020-21,Ligue1,Metz,Monaco,1500.0,1498.8565901214658,1.1434098785341575,0.5730742387522231,1500.0,1490.4455364988182,9.554463501181772,200.0,0.5,0.3333333333333333,0.16666666666666669,1.5,1.5,2.0,2.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,7,0,1,7.0,0.35,-0.35,0.45,0.0,0,0.0,0,0,1,0,0,3,1,A
2020-08-30,2020-21,Ligue1,Nantes,Nimes,1501.1434098785342,1511.6491409483972,-10.505731069863032,0.5565932711669863,1509.5544635011818,1569.468467089721,-59.91400358853912,180.3308734753755,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.0,4.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6,-0.025000000000000022,9,7,1,1,2.0,0.1,-0.1,0.45,0.0,0,0.0,0,1,1,0,0,3,1,H
2020-08-30,2020-21,Ligue1,St Etienne,Lorient,1500.0,1510.128015003318,-10.128015003318069,0.5571298181764361,1500.0,1569.468467089721,-69.46846708972089,200.0,0.5,1.0,-0.5,1.5,1.5,3.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6,-0.025000000000000022,14,7,0,1,7.0,0.35,-0.35,0.45,0.0,0,0.0,0,0,1,0,0,3,1,H
2020-08-30,2020-21,Ligue1,Reims,Lille,1501.1434098785342,1498.8565901214658,2.286819757068315,0.5746838110305617,1509.5544635011818,1490.4455364988182,19.108927002363544,180.3308734753755,0.3333333333333333,0.3333333333333333,0.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,7,8,1,1,-1.0,-0.05,0.05,0.45,0.0,0,0.0,0,1,1,0,0,3,1,A
2020-09-10,2020-21,Ligue1,Lens,Paris SG,1491.0793705839994,1500.0,-8.920629416000565,0.5588440137548055,1430.531532910279,1500.0,-69.46846708972089,180.3308734753755,0.0,0.5,-0.5,1.0,2.0,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.5,-0.025000000000000022,18,14,1,0,4.0,0.2,-0.2,0.45,0.0,0,0.0,0,0,0,1,0,3,1,H
2020-09-11,2020-21,Ligue1,Bordeaux,Lyon,1512.794427034735,1510.5570689777953,2.2373580569396836,0.5746142165421794,1584.1239457104332,1554.6659973220542,29.45794838837901,166.42005696807115,0.6666666666666666,1.0,-0.33333333333333337,1.0,0.0,4.0,1.0,0.75,0.5,0.625,0.5,0.0,0.0,0.6,0.6,0.09375,12,14,1,1,-2.0,-0.1,0.1,0.45,0.0,0,0.0,0,2,1,0,0,3,1,D
2020-09-12,2020-21,LaLiga,Granada,Ath Bilbao,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,2,1,H
2020-09-12,2020-21,Ligue1,Montpellier,Nice,1491.1129084591194,1521.7875401165713,-30.674631657451982,0.5277827941307599,1431.3989562516294,1622.8156878340817,-191.41673158245226,179.49986628321565,0.0,1.0,-1.0,1.0,2.0,2.0,0.5,0.5,0.9999999999999999,0.5,0.6625,0.0,0.0,0.4,0.7,-0.24062499999999998,14,14,1,2,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,2,1,0,3,1,H
2020-09-12,2020-21,Ligue1,St Etienne,Strasbourg,1510.4667673384504,1477.0050742961112,33.46169304233922,0.6178527430737772,1584.0701559756392,1377.1843121659183,206.88584380972088,179.1499380650484,1.0,0.0,1.0,2.0,0.0,0.5,2.5,0.5,0.0,0.5,0.3,0.0,0.0,0.6,0.3,0.25,13,14,1,2,-1.0,-0.05,0.05,0.45,0.0,0,0.0,0,1,0,0,1,3,1,H
2020-09-12,2020-21,LaLiga,Eibar,Celta,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,2,1,D
2020-09-12,2020-21,LaLiga,Cadiz,Osasuna,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,2,1,A
2020-09-12,2020-21,EPL,Fulham,Arsenal,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,A
2020-09-12,2020-21,EPL,Crystal Palace,Southampton,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,H
2020-09-12,2020-21,EPL,Liverpool,Leeds,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,H
2020-09-12,2020-21,EPL,West Ham,Newcastle,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,A
2020-09-13,2020-21,Ligue1,Lorient,Lens,1499.6612476648677,1500.262685317947,-0.6014376530793015,0.5706150512096316,1499.822125347603,1500.177874652397,-0.35574930479378963,165.4293440097551,0.5,0.5,0.0,1.5,1.5,1.0,1.0,0.37499999999999994,0.625,0.45,0.525,0.0,0.0,0.4,0.6,-0.13124999999999998,14,3,1,1,10.0,0.5,-0.9,0.45,0.0,0,0.0,0,0,1,1,0,3,1,A
2020-09-13,2020-21,Ligue1,Nimes,Rennes,1502.4189736765413,1510.0305014194148,-7.611527742873477,0.560701036664678,1500.0663655316355,1566.669407463721,-66.60304193208549,164.65491549652378,0.5,0.6666666666666666,-0.16666666666666663,2.5,1.0,1.5,1.0,0.37499999999999994,0.75,0.5875,0.5625,0.0,0.0,0.4,0.6,-0.13750000000000007,14,15,1,1,-1.0,-0.05,0.05,0.45,0.0,0,0.0,0,0,2,1,0,3,1,A
2020-09-13,2020-21,Ligue1,Dijon,Brest,1477.5470805075815,1476.7983735417674,0.7487069658141081,0.5725182561498636,1365.7437421767697,1367.1728494332447,-1.4291072564749356,166.8251047503381,0.0,0.0,0.0,0.5,2.5,1.0,3.5,0.0,0.0,0.275,0.2875,0.0,0.0,0.3,0.3,-0.003124999999999989,16,14,1,1,2.0,0.1,-0.1,0.45,0.0,0,0.0,0,0,0,1,1,3,1,A
2020-09-13,2020-21,Ligue1,Angers,Reims,1497.958013601354,1489.1805158597622,8.777497741591787,0.5837897780918443,1494.8989848804697,1429.8664744544003,65.0325104260694,166.42005696807115,0.5,0.16666666666666666,0.33333333333333337,0.5,1.0,1.0,1.5,0.37499999999999994,0.12499999999999999,0.4125,0.4375,0.0,0.0,0.4,0.4,0.056249999999999994,14,14,1,1,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,1,1,3,1,H
2020-09-13,2020-21,Ligue1,Lille,Metz,1510.8194841402378,1488.070611610257,22.748872529980872,0.6031903618875081,1570.1335255455997,1407.6258125613774,162.50771298422228,165.0548301140192,0.6666666666666666,0.0,0.6666666666666666,1.0,0.5,0.0,1.0,0.75,0.5,0.5625,0.5,0.0,0.0,0.6,0.4,0.12812500000000004,14,14,1,1,0.0,0.0,0.0,0.45,0.0,0,0.0,0,2,0,0,1,3,1,H
2020-09-13,2020-21,EPL,West Brom,Leicester,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,A
2020-09-13,2020-21,LaLiga,Valencia,Levante,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,2,1,H
2020-09-13,2020-21,LaLiga,Villarreal,Huesca,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,2,1,D
2020-09-13,2020-21,LaLiga,Valladolid,Sociedad,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,2,1,D
2020-09-13,2020-21,LaLiga,Alaves,Betis,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,2,1,A
2020-09-13,2020-21,EPL,Tottenham,Everton,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,A
2020-09-13,2020-21,Ligue1,Monaco,Nantes,1510.785978511209,1510.37357715039,0.41240136081887613,0.5720443879618609,1566.732719776517,1578.9565650592674,-12.223845282750517,165.6761142606497,0.6666666666666666,0.6666666666666666,0.0,1.5,1.0,1.0,0.5,0.75,0.75,0.5625,0.5625,0.0,0.0,0.6,0.6,0.0,14,14,1,1,0.0,0.0,0.0,0.45,0.0,0,0.0,0,2,2,0,0,3,1,H
2020-09-13,2020-21,Ligue1,Paris SG,Marseille,1490.8166852660524,1511.5524855098354,-20.735800243782933,0.5420152560405621,1415.9298440243608,1576.2780567004545,-160.34821267609368,179.1499380650484,0.0,1.0,-1.0,0.0,1.0,3.0,2.0,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.6,-0.050000000000000044,3,14,1,1,-10.0,-0.9,0.5,0.45,0.0,0,0.0,0,0,1,1,0,3,1,A
2020-09-14,2020-21,EPL,Brighton,Chelsea,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,A
2020-09-14,2020-21,EPL,Sheffield United,Wolves,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,1,1,A
2020-09-15,2020-21,Ligue1,Montpellier,Lyon,1502.27326160526,1511.75089644247,-9.47763483721019,0.5580533724918891,1524.9691697009137,1568.5396761925635,-43.570506491649894,165.17691265691025,0.5,0.6666666666666666,-0.16666666666666663,2.0,1.5,2.0,0.5,0.625,0.5833333333333333,0.5875,0.6125,0.0,0.0,0.6,0.5,0.029166666666666674,3,4,2,2,-1.0,-0.45,0.05,0.45,0.0,0,0.0,0,1,2,0,0,3,1,H
2020-09-16,2020-21,Ligue1,Paris SG,Metz,1479.5338355665922,1479.8104317422103,-0.2765961756181241,0.5710731506328638,1366.3276792832087,1371.6591216483064,-5.3314423650977005,164.71291991345274,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.0,0.3,0.3,0.0,3,3,2,2,0.0,-0.4,-0.4,0.45,0.0,0,0.0,0,0,0,1,1,3,1,H
2020-09-17,2020-21,Ligue1,Marseille,St Etienne,1522.8353352092956,1519.498412708667,3.3369225006285888,0.5761606427977105,1625.8802214416064,1614.6784884934605,11.201732948145946,164.71291991345274,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.9999999999999999,0.9999999999999999,0.6,0.7,0.0,0.0,0.7,0.7,-0.02499999999999991,4,5,2,2,-1.0,-0.05,0.05,0.45,0.0,0,0.0,0,2,2,0,0,3,1,A
2020-09-18,2020-21,Ligue1,Lyon,Nimes,1502.5511233405407,1489.1673989757294,13.383724364811314,0.5902178543870144,1510.1614126179556,1443.6096193375342,66.5517932804214,152.58515144623166,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.6666666666666667,1.0,2.3333333333333335,2.0,0.28571428571428575,0.1836734693877551,0.5040816326530612,0.4408163265306122,0.0,0.0,0.4,0.3,0.06632653061224486,3,5,2,2,-2.0,-0.5,0.1,0.45,0.0,0,0.0,0,0,0,1,1,3,1,D
2020-09-18,2020-21,Bundesliga,Bayern Munich,Schalke 04,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,0,1,H
2020-09-19,2020-21,Bundesliga,Union Berlin,Augsburg,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,0,1,A
2020-09-19,2020-21,EPL,Man United,Crystal Palace,1500.0,1508.9206294160006,-8.920629416000565,0.5588440137548055,1500.0,1569.468467089721,-69.46846708972089,200.0,0.5,1.0,-0.5,1.5,1.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6,-0.025000000000000022,14,7,0,1,7.0,0.35,-0.35,0.45,0.0,0,0.0,0,0,1,0,0,1,1,A
2020-09-19,2020-21,EPL,Leeds,Fulham,1491.0793705839994,1485.3517088492877,5.7276617347117735,0.5795177945075006,1430.531532910279,1411.4226059079153,19.10892700236377,180.3308734753755,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.5,0.5,0.5,0.5,0.0,0.0,0.4,0.4,0.0,7,7,1,1,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,1,1,1,1,H
2020-09-19,2020-21,EPL,Everton,West Brom,1511.8958505146231,1485.3517088492877,26.544141665335474,0.6084075880178081,1588.5773940920847,1411.4226059079153,177.15478818416932,180.3308734753755,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.4,0.050000000000000044,6,6,1,1,0.0,0.0,0.0,0.45,0.0,0,0.0,0,1,0,0,1,1,1,H
2020-09-19,2020-21,Bundesliga,Dortmund,M'gladbach,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,0,1,H
2020-09-19,2020-21,SerieA,Verona,Roma,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,4,1,D
2020-09-19,2020-21,SerieA,Fiorentina,Torino,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,4,1,H
2020-09-19,2020-21,LaLiga,Villarreal,Eibar,1498.8565901214658,1498.8565901214658,0.0,0.5714631174083814,1490.4455364988182,1490.4455364988182,0.0,180.3308734753755,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,6,7,1,1,-1.0,-0.05,0.05,0.45,0.0,0,0.0,0,1,1,0,0,2,1,H
2020-09-19,2020-21,LaLiga,Celta,Valencia,1501.1434098785342,1510.128015003318,-8.984605124783911,0.5587532185338007,1509.5544635011818,1569.468467089721,-59.91400358853912,180.3308734753755,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.0,4.0,2.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6,-0.025000000000000022,7,6,1,1,1.0,0.05,-0.05,0.45,0.0,0,0.0,0,1,1,0,0,2,1,H
2020-09-19,2020-21,LaLiga,Getafe,Osasuna,1500.0,1513.5059250721965,-13.505925072196533,0.5523268949823411,1500.0,1588.5773940920847,-88.57739409208466,200.0,0.5,1.0,-0.5,1.5,1.5,2.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.6,-0.025000000000000022,14,7,0,1,7.0,0.35,-0.35,0.45,0.0,0,0.0,0,0,1,0,0,2,1,H
2020-09-19,2020-21,Bundesliga,Ein Frankfurt,Bielefeld,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,0,1,D
2020-09-19,2020-21,Bundesliga,FC Koln,Hoffenheim,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,0,1,A
2020-09-19,2020-21,Bundesliga,Stuttgart,Freiburg,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,0,1,A
2020-09-19,2020-21,Ligue1,Rennes,Monaco,1523.2820761202267,1519.6945079203986,3.5875681998281834,0.5765129431108262,1623.7695100434264,1620.6897148895246,3.0797951539018413,152.88352948218204,0.7777777777777778,0.7777777777777778,0.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,0.8775510204081632,0.8775510204081632,0.6326530612244898,0.5816326530612245,0.23282076120226747,0.0,0.7,0.7,0.07096029234138324,6,6,1,2,0.0,0.0,0.0,0.45,0.0,0,0.0,0,3,3,0,0,3,1,H
2020-09-19,2020-21,EPL,Arsenal,West Ham,1514.6482911507123,1486.4940749278035,28.15421622290887,0.6106135159855872,1588.5773940920847,1411.4226059079153,177.15478818416932,180.3308734753755,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.5,0.5,0.5,0.5,0.0,0.0,0.6,0.4,0.050000000000000044,7,7,1,1,0.0,0.0,0.0,0.45,0.0,0,0.0,0,1,0,0,1,1,1,H
2020-09-19,2020-21,Ligue1,Lens,Bordeaux,1512.140882079564,1511.6005995700602,0.5402825095038679,0.5722245932907499,1567.231408128879,1572.4832553814545,-5.251847252575544,152.8770998428241,0.6666666666666666,0.5555555555555556,0.11111111111111105,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.0,0.8163265306122449,0.5374149659863945,0.563265306122449,0.5612244897959184,0.0,0.1160059957006024,0.7,0.5,0.09123659631294462,6,8,2,2,-2.0,-0.1,0.1,0.45,0.0,0,0.0,0,2,3,0,0,3,1,H
2020-09-19,2020-21,Bundesliga,Werder Bremen,Hertha,1500.0,1500.0,0.0,0.5714631174083814,1500.0,1500.0,0.0,200.0,0.5,0.5,0.0,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,14,14,0,0,0.0,0.0,0.0,0.45,0.0,0,0.0,0,0,0,0,0,0,1,A
